index,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
1840,1788,Sirene,Canada,2016,Bolivia,Wild Bolivia,73,3.5,2,Bean,,,,,Sugar,,sticky,raisins,fudgey,
1841,1856,Sirene,Canada,2016,Tanzania,Kokoa Kamili Coop,73,3.5,2,Bean,,,,,Sugar,,basic cocoa,gateway,,
1842,1996,Sirene,Canada,2017,Peru,Tingo Maria,73,3.75,2,Bean,,,,,Sugar,,caramel,anise,dried fruit,
1843,1462,Sjolinds,U.S.A,2015,Nicaragua,"Nicaragua, lot N510",72,3,3,Bean,Cocoa butter,,,,Sugar,,mild,nutty,vanilla,cocoa
1844,1454,Sjolinds,U.S.A,2015,Ghana,Ghana,70,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sweet,vanilla,cocoa,mold
1845,1622,"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,72,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,pistachio,floral,
1846,1622,"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,67,3.75,3,Bean,Cocoa butter,,,,Sugar,,bold cherry,rich cooa,,
1847,1622,"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,cigar,tobacco,grass,spice
1848,1666,"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,mild cacao and fruit notes,,,
1849,1622,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,few grits,bold,dark berry,
1850,1662,"Smooth Chocolator, The",Australia,2015,Papua new guinea,"Papua New Guinea, triple roast, batch 1",65,3.5,3,Bean,Cocoa butter,,,,Sugar,,smokey,tart,astringent,
1851,1618,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,65,3.25,3,Bean,Cocoa butter,,,,Sugar,,few grits,sweet,orange,
1852,1666,"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",67,3,3,Bean,Cocoa butter,,,,Sugar,,light brown,grits,floral,
1853,1626,"Smooth Chocolator, The",Australia,2015,Bolivia,Bolivia,72,2.75,3,Bean,Cocoa butter,,,,Sugar,,floral,intense,pungent,
1854,1740,"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70,4,3,Bean,Cocoa butter,,,,Sugar,,ligt color,creamy,peanut,
1855,1740,"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,fruit,cocoa,
1856,1756,"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,apple,mild cherry,,
1857,1864,"Smooth Chocolator, The",Australia,2016,Australia,Australia,67,3.75,3,Bean,Cocoa butter,,,,Sugar,,delicate,smooth,dairy,
1858,1908,"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,gummy,fatty,earthy,
1859,1864,"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,70,3,3,Bean,Cocoa butter,,,,Sugar,,creamy,molasses,off note,
1860,1940,"Smooth Chocolator, The",Australia,2017,Dominican republic,"Oko Caribe, DOR005",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,cherry,rich choco,,
1861,1952,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,complex,earthy,melon,
1862,502,Snake & Butterfly,U.S.A,2010,Ecuador,Ecuador,68,3.25,3,Bean,Cocoa butter,,,,Sugar,,fudgey then spicy,vanilla,,
1863,502,Snake & Butterfly,U.S.A,2010,Madagascar,Madagascar,68,3,3,Bean,Cocoa butter,,,,Sugar,,mild cocoa,fruity,,
1864,693,Snake & Butterfly,U.S.A,2011,Ghana,Ghana,67,1.5,3,Bean,Cocoa butter,,,,Sugar,,perfume,strong chemical,,
1865,2112,Soeka,Netherlands,2018,Sulawesi,Sulawesi,66,3.25,3,Bean,Cocoa butter,,,,,Sweetener without sugar,nuts,fruit,cocoa,
1866,1968,Soklet,India,2017,India,India,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,grassy,hammy,,
1867,1518,Sol Cacao,U.S.A,2015,Madagascar,Madagascar,72,3,2,Bean,,,,,Sugar,,tangy,sour,intense,
1868,1812,Sol Cacao,U.S.A,2016,Ecuador,"Ecuador, Batch 1",70,3.5,2,Bean,,,,,Sugar,,intense,simple,floral,earthy
1869,1840,Solkiki,U.k.,2016,Dominican republic,"Castillo, Hispaniola, unroasted",85,2.75,2,Bean,,,,,Sugar,,sticky,hammy,bitter,
1870,1840,Solkiki,U.k.,2016,Peru,"Maranon, Fortunato No. 4",68,2.75,2,Bean,,,,,Sugar,,sticky,sandy,pungent,
1871,2366,Solkiki,U.k.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70,2.5,3,Bean,Cocoa butter,,,,Sugar,,intense,dirty,floral,medicinal
1872,1792,Solomons Gold,New zealand,2016,Solomon islands,Solomon Island,70,3.25,2,Bean,,,,,Sugar,,sweet,roasty,spicy,
1873,1796,Solomons Gold,New zealand,2016,Solomon islands,Solomon Island with nibs,75,3.25,2,Bean,,,,,Sugar,,spicy,roasted,fresh nibs,
1874,1161,Solstice,U.S.A,2013,Blend,Wasatch,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,creamy,nutty,cocoa,
1875,1161,Solstice,U.S.A,2013,Bolivia,Bolivia,70,3.25,2,Bean,,,,,Sugar,,intense,leathery,cocoa,
1876,1161,Solstice,U.S.A,2013,Peru,San Martin,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,molasses,grape,sour,
1877,1157,Solstice,U.S.A,2013,Madagascar,Sambirano,70,3,2,Bean,,,,,Sugar,,dry,molasses,sour,
1878,1157,Solstice,U.S.A,2013,Venezuela,Amazonas,70,3,2,Bean,,,,,Sugar,,dairy,cheese,molasses,
1879,1335,Solstice,U.S.A,2014,Uganda,Bundibugyo,70,3,3,Bean,Cocoa butter,,,,Sugar,,molasses,licorice,muted,
1880,1992,Solstice,U.S.A,2017,Tanzania,Kilombero,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,sticky,strong molasses,,
1881,2068,Solstice,U.S.A,2018,India,Anamalai,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,molasses undertone,tangy,,
1882,387,Soma,Canada,2009,Madagascar,Madagascar,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,subtle red berry,complex,,
1883,387,Soma,Canada,2009,Venezuela,Ocumare,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,black tea,,,
1884,377,Soma,Canada,2009,Ghana,Africa,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,earthy,woody,vegetal,
1885,387,Soma,Canada,2009,Papua new guinea,Papua New Guinea,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,smokey,mushroom,woodsy,
1886,377,Soma,Canada,2009,Dominican republic,Hispaniola,70,3,3,Bean,Cocoa butter,,,,Sugar,,sticky,few grits,mild fruit,sour
1887,387,Soma,Canada,2009,Dominican republic,Conacado,70,3,3,Bean,Cocoa butter,,,,Sugar,,slow to develop,nutty,,
1888,607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,complex,nut,dried fruit,earth
1889,676,Soma,Canada,2011,Peru,Peruvian,64,4,3,Bean,Cocoa butter,,,,Sugar,,complex,spice,caramel,cocoa
1890,676,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70,4,3,Bean,Cocoa butter,,,,Sugar,,strawberry,cocoa,nutty,
1891,682,Soma,Canada,2011,Dominican republic,"Elvesia P., Black Science",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,dried fruit,tart,,
1892,676,Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,earthy,mild tannic,woody,
1893,688,Soma,Canada,2011,Venezuela,Chuao,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,strawberry,green mint,,
1894,676,Soma,Canada,2011,Grenada,"Grenada, Black Science",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,super temper,astringent,burn,
1895,867,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,raisin,lemon,
1896,867,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",70,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,complex,peanut,
1897,833,Soma,Canada,2012,U.s.a.,O'ahu Island,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,cranberries,cocoa,,
1898,951,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,intense,rich burnt caramel,,
1899,951,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,sandy,earthy,tangy wine,
1900,967,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,smoke,tobacco,black pepper,
1901,983,Soma,Canada,2012,Papua new guinea,Papua New Guinea,85,3.5,3,Bean,Cocoa butter,,,,Sugar,,mild smoke,fruit,mild burnt,
1902,817,Soma,Canada,2012,Haiti,Noula Coop,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,uneven,grassy,roasty,
1903,1077,Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",88,4,3,Bean,Cocoa butter,,,,Sugar,,pronounced berry,mild smoke,,
1904,1077,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",70,4,3,Bean,Cocoa butter,,,,Sugar,,delicate,nutty,cocoa,dairy
1905,1081,Soma,Canada,2013,Blend,"Equator, Peru, Dom. Rep",67,4,3,Bean,Cocoa butter,,,,Sugar,,roasted nuts,burnt brownie,,
1906,1177,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",70,4,3,Bean,Cocoa butter,,,,Sugar,,floral,berry,clove,
1907,1019,Soma,Canada,2013,Dominican republic,"Rizek Cacao, batch DR 12",77,3.75,3,Bean,Cocoa butter,,,,Sugar,,smoke,burnt caramel,citrus,
1908,1073,Soma,Canada,2013,Trinidad,Sangre Grande P.,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,brownie mix,roasty,
1909,1077,Soma,Canada,2013,Venezuela,Patanemo,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,nutty,chocolate ice cream,,
1910,1030,Soma,Canada,2013,Indonesia,Java,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,creamy,smokey,some fruit,
1911,1077,Soma,Canada,2013,Blend,Chef's Blend,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,grassy,dairy,mild fatty,
1912,1173,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,creamy,nutty,roasty,
1913,1073,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,medicinal,mild fruit,
1914,1259,Soma,Canada,2014,Peru,Maranon Canyon,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,sour orange,,
1915,1307,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,smokey,rich cocoa,
1916,1227,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,basic chocolate,accessible,,
1917,1307,Soma,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",80,3.5,3,Bean,Cocoa butter,,,,Sugar,,robust,nutty,brownie,
1918,1307,Soma,Canada,2014,Nicaragua,La Dalia,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,spicy,woodsy,,
1919,1339,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,tart,mild sour,,
1920,1594,Soma,Canada,2015,Venezuela,Porcelana,75,4,3,Bean,Cocoa butter,,,,Sugar,,balanced,nuts,strawberry,
1921,1594,Soma,Canada,2015,Venezuela,CSB Chama,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,roasted nuts,dried fruit,,
1922,1828,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,honey,blackberry,
1923,1828,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,evolves black pepper to citrus,,,
1924,1828,Soma,Canada,2016,Blend,"Abstract S. with Jamaica nibs,batch abs60323.0",75,3.75,3,Bean,Cocoa butter,,,,Sugar,,banana,nutty,,
1925,1820,Soma,Canada,2016,Dominican republic,"Oko Caribe, Duarte P., Collab w Chocosol",62,3.5,3,Bean,Cocoa butter,,,,Sugar,,creamy,sweet,deep choco,
1926,1820,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,robust dark tropical fruit,,,
1927,1828,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,creamy,diluted,mild choco,
1928,1832,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,nutty,banana,harsh ending,
1929,2016,Soma,Canada,2017,Colombia,Arauca,70,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,honey,marshmallow,
1930,2016,Soma,Canada,2017,Fiji,Fiji,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,creamy,roasty,woody,
1931,2242,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",70,4,3,Bean,Cocoa butter,,,,Sugar,,creamy,acidic,balanced,
1932,2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70,4,3,Bean,Cocoa butter,,,,Sugar,,nutty,cocoa,,
1933,2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70,3,3,Bean,Cocoa butter,,,,Sugar,,sweet edge,lemon,muted,
1934,1395,Somerville,U.S.A,2014,U.s.a.,"Hawai'i Island, Big Island",70,3.5,2,Bean,,,,,Sugar,,intense,tannic,choco,earthy
1935,1367,Somerville,U.S.A,2014,Nicaragua,Nicaragua,70,3.25,2,Bean,,,,,Sugar,,earthy,dried fruit,complex,
1936,1936,Soul,Canada,2017,Madagascar,Madagascar,70,3.5,2,Bean,,,,,Sugar,,tart,sour,basic,
1937,1936,Soul,Canada,2017,Venezuela,Venezuela,75,3.5,2,Bean,,,,,Sugar,,dry,earthy,roasty,
1938,1940,Soul,Canada,2017,Tanzania,Tanzania,80,3.5,2,Bean,,,,,Sugar,,sticky,mild fruit,brownie,
1939,1932,Soul,Canada,2017,Dominican republic,Dominican Republic,70,3.25,2,Bean,,,,,Sugar,,few grits,sweet,cocoa,
1940,1936,Soul,Canada,2017,Ecuador,Ecuador,75,3.25,2,Bean,,,,,Sugar,,dry,floral,earthy,
1941,1936,Soul,Canada,2017,Papua new guinea,Papua New Guinea,77,3.25,2,Bean,,,,,Sugar,,sandy,smokey,fruit,sour
1942,793,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,75,3.25,4,Bean,Cocoa butter,Vanilla,,,Sugar,,oily,floral,,
1943,793,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,70,3,4,Bean,Cocoa butter,Vanilla,,,Sugar,,oily,floral,dairy,
1944,793,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,80,3,4,Bean,Cocoa butter,Vanilla,,,Sugar,,fatty,muted strawberry,,
1945,1434,Spencer,Australia,2014,Vanuatu,Malekula Island,72,2.75,3,Bean,Cocoa butter,,,,Sugar,,bready,sour milk,fatty,
1946,1792,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,floral,sandy,,
1947,1792,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,powdery,cherry,astringent,
1948,1792,Spencer,Australia,2016,Dominican republic,"Dominican Republic, lot D82R",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,spicy,chocolatey,,
1949,1932,Spencer,U.S.A,2017,Dominican republic,Dominican Republic,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,robust,grapes,malt
1950,1932,Spencer,U.S.A,2017,Ecuador,Ecuador,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,floral,astringent,,
1951,1932,Spencer,U.S.A,2017,Peru,Peru,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,floral,earthy,burnt rubber,
1952,1057,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,70,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,fatty,mild fruit,off note,
1953,1113,SRSLY,U.S.A,2013,Dominican republic,Dominican Republic,70,3,3,Bean,,,Lecithin,,Sugar,,unrefined,sweet,mild coffee,
1954,1121,SRSLY,U.S.A,2013,Dominican republic,Dominican Republic,84,2.25,3,Bean,,,Lecithin,,Sugar,,gritty,intense coffee,metallic,
1955,1634,Starchild,U.S.A,2015,Ecuador,"Bolivar, Arriba",70,3,4,Bean,Cocoa butter,Vanilla,,,,Sweetener without sugar,coconut,mild vanilla,,
1956,1692,Starchild,U.S.A,2015,Dominican republic,Hispaniola,70,3,4,Bean,Cocoa butter,Vanilla,,,,Sweetener without sugar,coconut,cocoa,few grits,
1957,1692,Starchild,U.S.A,2015,Guatemala,Cacao Verapaz,70,3,4,Bean,Cocoa butter,Vanilla,,,,Sweetener without sugar,dried fruit,coconut,few grits,
1958,1692,Starchild,U.S.A,2015,Nicaragua,Rio Tuma,70,3,4,Bean,Cocoa butter,Vanilla,,,,Sweetener without sugar,brownie,few grits,sandy,
1959,1696,Starchild,U.S.A,2015,Madagascar,Sambirano Valley,70,3,4,Bean,Cocoa butter,Vanilla,,,,Sweetener without sugar,red fruit,coconut,,
1960,729,Stella (aka Bernrain),Switzerland,2011,India,India,72,3.25,4,Bean,Cocoa butter,Vanilla,,,Sugar,,peanut butter,vanilla,artificial,
1961,859,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010",68,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,creamy,vanilla,moldy,
1962,1291,Stone Grindz,U.S.A,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414",84,3.5,3,Bean,Cocoa butter,,,,Sugar,,floral,hints of fruit,,
1963,1291,Stone Grindz,U.S.A,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,oily surface,floral,earthy,
1964,2012,Stone Grindz,U.S.A,2017,Bolivia,"Wild Bolivia, batch 260",70,2.5,3,Bean,Cocoa butter,,,,Sugar,,fatty,rubber,off notes,
1965,943,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",75,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,bland,earthy,,
1966,939,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",65,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,vanilla,sweet,,
1967,943,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",70,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,dry,sweet,vanilla(n),
1968,1157,Sublime Origins,U.S.A,2013,Belize,Moho Valley,78,3.25,2,Bean,,,,,Sugar,,intense,rich,dark berry,
1969,1157,Sublime Origins,U.S.A,2013,Madagascar,Sambirano,67,2.75,2,Bean,,,,,Sugar,,molasses,sour,astringent,
1970,1800,Summerbird,Denmark,2016,Peru,Peru,71,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,powdery,vanilla,earthy,
1971,1800,Summerbird,Denmark,2016,Peru,Peru,61,2.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sandy,sweet,vanilla,
1972,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,60,3,3,Bean,Cocoa butter,,,,Sugar,,sticky,sweet,nutty,roasty
1973,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,sticy,nutty,roasty,off notes
1974,1618,Svenska Kakaobolaget,Sweden,2015,Sri lanka,Sri Lanka,70,2.75,2,Bean,,,,,Sugar,,ham,sour,intense,
1975,2434,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest",74,2.75,2,Bean,,,,,Sugar,,fruit,burnt,harsh,
1976,2230,Sweet Escalier,Japan,2018,Venezuela,Chuao,75,3.25,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,acidic,cocoa,dried fruit,
1977,2234,Sweet Escalier,Japan,2018,Belize,Belize,70,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,buttery,cheesy,,
1978,2242,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao",70,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,cardboard,cheesy,,
1979,2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75,2.75,3,Bean,Cocoa butter,,,,Sugar,,fatty,sour,off notes,
1980,2242,Sweet Escalier,Japan,2018,Peru,San Martin,70,2.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,pungent,molasses,sour,
1981,2470,Sweetness,Canada,2020,Peru,Ucayali,68,3.25,3,Bean,Cocoa butter,,,,Sugar,,burnt black licorice,intense,,
1982,2482,Sweetness,Canada,2020,Papua new guinea,Papua New Guinea,73,3.25,3,Bean,Cocoa butter,,,,Sugar,,savory lemon,ham,,
1983,2474,Sweetness,Canada,2020,Mexico,Tabasco,74,3,3,Bean,Cocoa butter,,,,Sugar,,dried fig,earthy,dirty,
1984,761,Szanto Tibor,Hungary,2011,Venezuela,Crudo,70,3,3,Bean,Cocoa butter,,,,Sugar,,rustic,sugar dominates,,
1985,939,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,sweet,spicy,,
1986,939,Szanto Tibor,Hungary,2012,Dominican republic,Santo Domingo,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,rustic,large unground pieces,,
1987,939,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,rustic,bright fruit,,
1988,1185,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,light color,sandy,fruity,
1989,1185,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,dark color,sandy,fruity,
1990,1193,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,sour milk,hot cocoa,,
1991,1263,Szanto Tibor,Hungary,2014,Cuba,Baracoa,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,banana,,
1992,1263,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,sandy,earthy,spice,nutty
1993,1704,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,coarse,spicy cinnamon,,
1994,1708,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,rustic,earthy,tea,
1995,1668,Szanto Tibor,Hungary,2015,Ecuador,Nacional,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,sweet,brownie,sour,
1996,1704,Szanto Tibor,Hungary,2015,Cuba,Baracoa,88,3.25,3,Bean,Cocoa butter,,,,Sugar,,rustic,spicy,earthy,
1997,1704,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,sour orange,fatty,,
1998,1708,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,smokey,mild citrus,,
1999,1105,Tabal,U.S.A,2013,Peru,"Peru, batch 96",70,3,4,Bean,Cocoa butter,Vanilla,,,Sugar,,vanilla,fatty,vegetal,mint
2000,1101,Tabal,U.S.A,2013,Costa rica,"Costa Rica, batch 83",70,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,licorice,dried fruit,burnt fuel,
2001,1101,Tabal,U.S.A,2013,Dominican republic,Dominican Republic,70,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,oily,cardboard,sour,
2002,1105,Tabal,U.S.A,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95",70,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,vanilla,fuel,earthy,
2003,1450,Tablette (aka Vanillabeans),Japan,2015,Papua new guinea,Papua,62,3.25,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,creamy,smoke,ham,
2004,1450,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,60,3.25,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,vanilla,butter,caramel,
2005,1450,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,70,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,flat,smoke,marshmallow,
2006,1680,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,77,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,intense,grassy,smokey,
2007,2286,Tala,Vietnam,2019,Vietnam,Vietnam,75,3,3,Bean,Cocoa butter,,,,Sugar,,intense cocoa,fatty,sticky,
2008,2286,Tala,Vietnam,2019,Vietnam,Vietnam,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,cocoa,sweet,fatty,cardboard
2009,1868,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",70,3.25,2,Bean,,,,,Sugar,,earthy,floral,dry,
2010,2326,Taste Artisan,U.S.A,2019,Peru,Piura,75,4,3,Bean,Cocoa butter,,,,Sugar,,fig,,,
2011,2326,Taste Artisan,U.S.A,2019,Peru,Amazonas,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,blackberry,dirt,high roast,
2012,2262,Taste Artisan,U.S.A,2019,Venezuela,"Chuao, batch 20170714C",75,3,4,Bean,Cocoa butter,Vanilla,,,Sugar,,vanilla,fatty,,
2013,2306,Taucherli,Switzerland,2019,Mexico,Mexico,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,nutty,fruit,sour,floral
2014,2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,72,3,3,Bean,Cocoa butter,,,,Sugar,,nutty,off,roasty,fatty
